Source,Destination,Distance,Fuel Consumption,Cost
ORF,BOS,554,2522.28,10048.65
PSP,DEN,1036,5009.77,18330.75
RNO,PVD,1884,9520.53,37591.71
LGA,JAX,2371,10902.27,46354.28
DFW,RNO,780,4224.0,16878.5
SLC,ORF,1912,8920.6,33786.1
CLT,ALB,1857,8598.61,32817.18
PIT,MCO,2637,13098.91,53268.11
CLE,SDF,1567,7686.97,30999.58
CHS,DTW,1412,7326.57,26668.81
OAK,DCA,1951,9664.71,37672.46
BOS,RDU,1510,6978.52,25978.85
OKC,ANC,1194,5617.85,21215.99
RNO,MDW,2411,11647.92,43980.73
MSY,LAX,1603,8752.98,36862.65
FLL,SJU,1288,6028.79,25841.82
ORF,OAK,1680,7972.82,33451.71
STL,OAK,1217,6472.89,24417.54
MIA,BWI,1114,6052.12,22066.55
PHX,ELP,3439,18724.63,70830.17
MKE,PSP,1109,5149.55,19994.55
MSY,BWI,374,1867.89,7012.32
DFW,OAK,664,3628.88,13920.9
CVG,ANC,1931,9663.2,35198.35
SMF,TUL,2756,12584.03,48018.29
MDW,RNO,392,2000.11,7829.73
STL,PHL,2067,10970.78,46211.92
DFW,ANC,3319,17816.39,70136.37
OMA,PDX,1566,8555.25,35007.23
OMA,MSY,819,4250.48,17628.52
ATL,RIC,1815,9237.3,39120.16
PSP,BNA,604,3002.05,12549.89
JFK,MCO,910,4364.22,15801.16
BWI,ORF,2583,12613.92,46608.03
MDW,CLT,3401,15360.3,57025.13
HOU,IND,1093,5239.84,21500.09
AUS,DSM,1156,6343.79,27009.12
ELP,ORF,3082,14082.08,56663.81
CLT,GRR,2584,12711.56,47481.54
SNA,JFK,2734,13763.2,59082.33
BOS,ALB,1954,9602.31,36512.81
SJU,SLC,1009,5511.14,23816.63
ROC,LGA,2380,11716.1,43082.02
SNA,ATL,2767,12854.59,55292.86
JAX,ROC,1434,6987.34,30687.02
TPA,AUS,1907,10050.51,39624.38
ORF,PBI,2160,11186.59,46383.71
IAH,LAX,479,2489.74,9135.25
MKE,RIC,2393,10806.84,41601.25
ANC,OAK,1700,8228.81,35872.39
HOU,SJC,2169,11092.71,41081.12
BDL,BUF,1221,5803.53,24756.77
SNA,CHS,2436,11248.63,46636.42
MSP,SFO,1115,5628.41,23337.34
FLL,PIT,1745,8151.88,30707.85
PSP,TPA,447,2184.46,8557.69
SJU,CLE,3036,14625.79,64178.45
ROC,BOS,583,2916.45,11203.72
MKE,SNA,574,2905.96,11044.59
BWI,DEN,2729,12759.9,53546.92
JAX,SYR,508,2310.83,9016.74
BDL,FLL,2415,12642.96,49860.96
PDX,SNA,1919,10390.24,42787.73
PIT,BUR,2965,13790.35,50528.82
SAN,STL,1548,8344.09,34068.51
DFW,ELP,1960,9095.28,35027.41
IAH,MIA,3341,16663.0,71507.18
HNL,SAT,3391,15598.66,64298.09
ANC,LIH,524,2690.43,11218.17
DEN,CLE,2649,13123.32,55843.04
DTW,ONT,493,2592.82,10805.15
LGA,LIH,2354,11896.87,52224.59
OKC,PHL,1403,7483.26,32029.87
MHT,MDW,2765,13946.75,56284.68
HNL,TUS,971,4716.49,17686.57
RNO,SLC,1861,9940.82,41350.82
MCI,SAT,2467,13355.07,56526.72
ROC,AUS,2881,13232.58,54513.12
RNO,PHX,1958,9145.06,34677.4
LAS,MCO,1418,6997.65,30761.95
BOI,JAX,2813,13188.75,54277.36
OMA,GSO,3075,16180.65,63312.57
ELP,BNA,2661,13644.62,50873.32
PHL,ANC,781,4186.21,16885.13
MCI,ONT,1505,7458.36,29233.06
TUL,SYR,2879,13965.05,60054.29
PIT,TPA,3018,15603.92,62023.26
FLL,SYR,1189,6228.94,27263.67
SJU,LGA,2087,11248.81,44211.72
PBI,PHX,2007,9729.4,36235.47
MHT,GRR,3112,14667.1,59243.51
PSP,RNO,2148,10550.75,45739.33
RSW,BOI,490,2240.44,8331.94
SMF,BUR,706,3830.4,15401.5
IND,RNO,659,3587.77,15061.84
DFW,ORF,2767,12645.09,46527.15
DEN,MHT,2854,12997.06,55339.01
SJC,ATL,793,3785.81,14449.04
MSP,RDU,986,5331.47,19373.36
SLC,MSP,2435,13140.9,52745.42
OAK,DEN,2984,15696.63,63079.69
OMA,SLC,529,2749.53,11403.37
BOI,ALB,2959,15492.98,67068.33
CHS,IAD,2132,9959.89,36680.54
LIH,CVG,493,2542.71,10549.02
TPA,DTW,2618,13013.98,52694.04
ATL,IAH,2371,11996.48,47515.58
MDW,RNO,3415,15978.11,64848.53
SNA,HOU,1302,6866.26,27132.63
EWR,SAN,746,3591.51,13480.35
LGA,SLC,2200,10112.89,38274.51
SFO,SYR,807,4063.49,17757.69
SJC,MHT,927,4652.29,19597.74
BDL,LGA,650,2983.97,12343.56
SJU,CHS,519,2741.92,11067.6
RDU,PBI,2316,12145.79,45880.22
SAT,FLL,3136,17102.07,66117.74
HNL,RDU,923,4790.4,21026.09
TUL,GRR,1592,8595.3,36756.52
PSP,MHT,631,2952.03,12858.07
LAX,CVG,1428,7210.19,29397.79
JFK,RNO,1436,7615.69,28569.22
SJC,RSW,1906,9219.43,34350.98
HNL,IAD,1060,5531.31,23681.35
SJC,CLE,2810,12723.07,53466.21
ORD,ANC,3029,16364.51,70351.48
BUR,TPA,631,3389.61,12519.42
HOU,ORD,719,3591.1,12955.33
IAD,BUF,3125,16141.56,69134.73
SMF,BDL,1388,7239.67,27102.02
DCA,RSW,2797,14245.97,61531.96
OAK,MCO,2548,12963.41,51233.07
LGA,ABQ,714,3694.13,13509.45
BOS,RNO,529,2721.63,10681.38
PHX,CLT,1291,6629.12,29160.73
OMA,MKE,2243,12192.19,53289.26
SLC,ORF,440,2087.05,8266.49
PSP,MCI,723,3702.2,13555.96
PSP,BUR,723,3915.81,15504.79
PHL,SAT,2367,11291.51,44931.07
SDF,HNL,1094,5163.71,20171.37
ELP,CVG,1803,9691.18,38924.32
LAS,ANC,2782,14435.31,62056.34
PHX,ANC,1547,6983.55,30535.0
LAX,TPA,2852,15001.3,62933.98
JAX,TPA,1307,7183.1,29382.38
SAT,ABQ,1707,9195.43,36358.98
RNO,LAS,3440,17968.96,66079.29
DSM,STL,342,1619.66,6109.43
EWR,MCO,560,3002.12,12200.42
RIC,BDL,3371,16674.24,61374.43
LGA,BNA,497,2489.5,9418.02
PHL,CLE,1037,5020.12,20026.28
MHT,ORD,1729,9171.71,38885.37
TPA,PHX,3263,16585.65,66536.0
LGA,PBI,3402,18418.07,79637.48
SMF,ANC,3452,17231.51,66363.41
RDU,HOU,3403,16424.55,68484.36
EWR,BWI,3409,16398.16,63985.05
MCO,SAN,3408,17152.45,62419.62
TUS,MCI,2977,13632.89,55326.71
LIH,ORD,1552,7722.3,33448.22
FLL,LAX,2927,15075.97,61041.78
RNO,DAL,2070,10809.88,42093.64
MCO,CVG,3404,15714.36,59813.4
BUR,SNA,2877,14774.12,56560.3
ONT,PIT,1207,6482.87,23605.27
MIA,CVG,833,3749.47,15895.25
PVD,SDF,853,4427.77,18362.27
HOU,SYR,1018,4935.41,17895.36
GSO,OMA,1434,7491.68,29513.93
PIT,MSP,1134,5625.95,23868.4
ORF,PDX,1856,9523.88,37477.36
PIT,SDF,1689,7644.83,31102.02
LGA,LAX,2825,15028.01,56302.12
PHL,OGG,2690,12406.5,49377.62
SLC,DAL,324,1765.86,6668.43
RNO,BUF,317,1487.32,5532.55
MHT,DTW,1428,7469.78,30804.22
BUR,PDX,2817,15405.54,56302.45
SFO,STL,2523,12057.43,49609.38
GRR,ROC,852,4047.2,14613.87
GRR,ORF,2929,13194.45,48318.91
DAL,SFO,2673,13912.86,51260.74
SYR,DTW,1282,6042.23,23968.46
SFO,DAL,3359,17826.46,76625.14
ALB,CLE,3429,17027.83,71935.42
TUS,RNO,2846,14813.08,58426.71
DTW,OKC,392,1934.7,7478.16
BOS,HNL,621,3332.42,12741.86
OKC,DAL,2026,10356.83,38146.84
OGG,SEA,1951,9226.45,39839.8
PIT,SYR,879,4545.32,17677.3
DCA,TPA,2482,11870.78,47672.5
RDU,HOU,693,3184.38,12417.03
ORF,HOU,1049,5684.11,21252.22
OAK,SLC,1468,7004.27,29169.07
OGG,MCO,447,2183.63,9183.14
DEN,SLC,1417,7692.2,27800.12
RDU,PDX,781,4029.0,15271.19
BUF,SDF,1296,7125.52,26016.4
ABQ,SDF,1713,8535.3,35130.88
LIH,SJC,3481,16675.78,68929.23
DCA,SYR,568,2812.39,11837.14
HNL,DSM,2583,12774.89,50026.21
PHX,PIT,2355,11368.91,46713.65
JFK,BDL,3042,15946.87,68796.65
DCA,IAH,1325,6921.14,27752.54
PDX,DSM,1969,9851.99,42089.74
RSW,IAD,1086,5387.4,21378.29
MHT,EWR,1670,9177.8,37257.72
DEN,CLE,3359,15519.58,56842.87
DSM,BNA,1944,8839.49,31960.81
HNL,MCO,3472,16808.26,60597.6
MHT,DAL,1985,9675.12,35093.91
IND,MSP,861,4728.46,18492.5
ABQ,SAT,651,3245.75,11939.8
MCO,MHT,3343,15298.75,66460.31
AUS,DSM,2766,14658.07,58084.29
MCO,PHX,1944,9393.02,34248.69
BOI,IND,2602,11753.41,43579.41
SLC,SDF,3356,17779.92,71553.72
LIH,GRR,1702,8186.32,35086.38
SAT,BUF,523,2443.19,9230.99
ELP,MKE,1266,5746.12,20884.34
MSY,SYR,548,2563.08,10113.76
ROC,SNA,3098,14798.86,59343.99
MDW,LIH,560,3060.83,11721.91
HNL,IAH,2694,12622.04,46402.89
SAN,OMA,424,2112.85,8148.83
TUL,LGA,2832,15030.6,57808.99
BWI,PVD,1679,8828.82,37390.6
IAH,PHL,570,3068.39,13416.36
PHX,RSW,1120,5463.72,23300.99
LIH,SLC,543,2667.57,9885.03
DEN,PHX,3281,17598.99,75770.51
CLE,MSY,3076,16188.1,62849.96
IAD,IAH,636,3414.57,15004.02
DFW,TUL,1244,6419.33,28109.44
PIT,MSY,2435,12497.32,46602.44
HOU,OAK,1447,6839.97,26695.77
FLL,MSY,3457,15742.17,62630.55
MHT,LGA,790,3689.96,15209.83
SNA,LAX,2451,12432.85,54301.7
ALB,DTW,3135,15176.39,57702.41
MDW,SNA,2775,13703.25,59465.6
ORD,PVD,456,2132.03,8761.59
DTW,BUF,1387,6497.19,26286.84
SDF,PSP,550,2715.47,10238.49
BOI,IAH,2822,14328.49,57251.2
LAS,ORD,2685,13496.46,55598.89
MCI,STL,1269,6572.42,24827.64
PVD,CLE,985,5392.13,20488.05
DTW,ROC,1089,4929.97,18867.9
DAL,DSM,2007,10389.81,43569.83
ONT,JAX,1241,6555.2,26802.98
HNL,IND,2175,11440.04,41793.77
MCI,MSY,576,2910.27,12412.06
ALB,SDF,1285,5959.29,25344.23
DTW,MHT,2667,13315.06,57994.88
TUL,SDF,430,1995.62,7711.94
SEA,SMF,3130,14692.8,60634.88
MSY,AUS,415,1894.67,7820.68
IAH,CLT,3428,17890.89,71092.82
EWR,HNL,585,3142.48,13096.1
MCO,IND,816,4017.39,17405.35
PHL,PDX,2223,11485.75,46070.19
MDW,BDL,2831,12772.07,55884.22
DFW,FLL,2073,9617.26,35838.35
FLL,ROC,1409,6699.03,26022.6
CVG,LAS,1771,8360.01,33663.95
PVD,PDX,2933,14230.44,59420.85
PDX,LIH,2676,12247.55,50751.57
TUS,MDW,2029,10595.45,45202.05
ORD,FLL,2131,11102.68,46333.55
ORD,ROC,1452,7442.21,30592.04
IND,BNA,1958,9031.5,36006.8
ORD,MSP,3364,17420.59,67916.03
STL,BOI,1896,9991.32,40183.15
BDL,JFK,1159,5750.16,20981.35
OGG,SAT,2915,14799.08,57082.33
MSY,OGG,2788,14806.06,62907.56
BWI,MSY,2546,13212.02,48577.24
PDX,MSY,3070,16048.42,58653.44
CLE,JAX,2007,10433.38,40682.81
ROC,BOS,1167,6231.77,26805.47
BUF,OGG,1263,6511.14,25383.97
MCO,TPA,642,3054.4,13302.91
BUF,ALB,2047,10659.33,39972.05
LGA,EWR,1076,5339.52,22185.41
